season,country,matches_played,wins,draws,losses,points_per_game,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,minutes_per_goal_scored,minutes_per_goal_conceded,clean_sheets,corners_total,average_possession,shots,shots_on_target,goals_scored_per_match,goals_conceded_per_match
2018,Angola,2,0,2,0,1,130,3,3,0,6,60,60,0,3,51,3,2,1.5,1.5
2018,Lesotho,2,0,0,2,0,177,1,3,-2,4,180,60,0,4,50,10,0,0.5,1.5
2018,Libya,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Botswana,2,2,0,0,3,68,2,0,2,2,90,0,2,6,50,13,2,1,0
2018,Burkina Faso,2,1,0,1,1.5,106,1,2,-1,3,180,90,1,2,50,7,3,0.5,1
2018,Tahiti,1,1,0,0,3,108,4,3,1,7,23,30,0,0,0,0,0,4,3
2018,Peru,11,5,2,4,1.55,8,18,11,7,29,55,90,5,52,50,128,63,1.64,1
2018,Comoros,1,0,1,0,1,156,2,2,0,4,45,45,0,5,50,12,6,2,2
2018,Dominica,1,0,1,0,1,158,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Dominican Republic,2,2,0,0,3,63,6,1,5,7,30,180,1,8,50,25,15,3,0.5
2018,Cuba,6,1,2,3,0.83,74,6,10,-4,16,90,54,2,24,49,49,20,1,1.67
2018,Paraguay,3,0,1,2,0.33,146,3,6,-3,9,90,45,0,9,49,25,11,1,2
2018,São Tomé e Príncipe,1,0,0,1,0,161,1,3,-2,4,90,30,0,3,50,6,3,1,3
2018,Tanzania,2,1,0,1,1.5,112,3,4,-1,7,60,45,1,4,50,8,5,1.5,2
2018,Togo,2,0,2,0,1,126,2,2,0,4,90,90,1,1,46,8,4,1,1
2018,Morocco,6,5,1,0,2.67,12,10,3,7,13,54,180,3,33,54,70,36,1.67,0.5
2018,Egypt,5,0,2,3,0.4,125,2,7,-5,9,225,64,1,11,45,32,18,0.4,1.4
2018,Antigua and Barbuda,4,1,2,1,1.25,75,4,5,-1,9,90,72,1,9,50,19,10,1,1.25
2018,Tunisia,6,2,2,2,1.33,55,6,6,0,12,90,90,2,19,49,58,30,1,1
2018,Trinidad and Tobago,4,1,0,3,0.75,114,2,3,-1,5,180,120,1,6,52,27,11,0.5,0.75
2018,Bermuda,2,0,1,1,0.5,147,2,3,-1,5,90,60,1,9,46,24,13,1,1.5
2018,Mauritania,1,1,0,0,3,115,2,0,2,2,45,0,1,0,0,0,0,2,0
2018,Mauritius,4,2,1,1,1.75,62,4,2,2,6,90,180,2,16,50,33,18,1,0.5
2018,Namibia,1,1,0,0,3,111,2,1,1,3,45,90,0,0,0,0,0,2,1
2018,Panama,10,1,2,7,0.5,81,4,18,-14,22,225,50,2,37,49,80,38,0.4,1.8
2018,Sierra Leone,2,0,1,1,0.5,141,0,4,-4,4,0,45,1,2,38,2,0,0,2
2018,St. Kitts and Nevis,2,0,0,2,0,175,2,5,-3,7,90,36,0,2,50,4,4,1,2.5
2018,Mali,1,0,1,0,1,142,1,1,0,2,90,90,0,4,48,8,5,1,1
2018,Malawi,2,0,1,1,0.5,143,0,1,-1,1,0,180,1,7,49,13,7,0,0.5
2018,Madagascar,2,0,1,1,0.5,139,0,1,-1,1,0,180,1,0,0,0,0,0,0.5
2018,New Zealand,1,0,0,1,0,171,0,1,-1,1,0,90,0,0,0,0,0,0,1
2018,Nicaragua,2,1,1,0,2,88,6,4,2,10,30,45,0,4,50,14,8,3,2
2018,Equatorial Guinea,1,0,0,1,0,178,0,1,-1,1,0,90,0,2,52,4,2,0,1
2018,New Caledonia,2,0,1,1,0.5,137,5,6,-1,11,36,30,0,0,0,0,0,2.5,3
2018,Zambia,3,1,1,1,1.33,91,3,4,-1,7,90,68,1,6,50,7,4,1,1.33
2018,Zimbabwe,3,0,2,1,0.67,128,4,5,-1,9,68,54,0,9,50,7,3,1.33,1.67
2018,Gambia,1,0,1,0,1,134,1,1,0,2,90,90,0,7,62,15,5,1,1
2018,Congo DR,2,0,1,1,0.5,133,1,3,-2,4,180,60,0,0,0,0,0,0.5,1.5
2018,Fiji,4,0,1,3,0.25,144,3,7,-4,10,120,51,0,15,49,28,16,0.75,1.75
2018,Cape Verde,2,1,1,0,2,84,3,2,1,5,60,90,1,8,57,15,10,1.5,1
2018,Liberia,1,0,1,0,1,145,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Niger,2,1,1,0,2,94,5,4,1,9,36,45,0,0,0,0,0,2.5,2
2018,Ethiopia,1,0,1,0,1,136,1,1,0,2,90,90,0,0,0,0,0,1,1
2018,Burundi,1,0,1,0,1,138,1,1,0,2,90,90,0,0,0,0,0,1,1
2018,Gabon,1,0,0,1,0,168,0,1,-1,1,0,90,0,0,0,0,0,0,1
2018,Congo,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Solomon Islands,2,1,1,0,2,93,5,2,3,7,36,90,0,4,50,13,4,2.5,1
2018,Grenada,1,0,0,1,0,166,1,5,-4,6,90,18,0,0,0,0,0,1,5
2018,Venezuela,5,2,2,1,1.6,51,7,4,3,11,64,113,2,14,46,44,28,1.4,0.8
2018,El Salvador,3,2,0,1,2,72,2,5,-3,7,134,54,2,11,68,13,5,0.67,1.67
2018,Indonesia,3,2,1,0,2.33,58,5,1,4,6,54,273,2,13,50,32,16,1.67,0.33
2018,Guatemala,5,2,0,3,1.2,65,4,12,-8,16,113,38,2,15,45,37,24,0.8,2.4
2018,Belize,2,1,1,0,2,95,1,0,1,1,180,0,2,0,0,0,0,0.5,0
2018,Afghanistan,1,0,0,1,0,172,0,2,-2,2,0,45,0,0,0,0,0,0,2
2018,Turkmenistan,1,1,0,0,3,123,2,0,2,2,45,0,1,0,0,0,0,2,0
2018,Vanuatu,1,0,1,0,1,140,2,2,0,4,45,45,0,0,0,0,0,2,2
