season,country,matches_played,wins,draws,losses,points_per_game,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,minutes_per_goal_scored,minutes_per_goal_conceded,clean_sheets,corners_total,average_possession,shots,shots_on_target,goals_scored_per_match,goals_conceded_per_match
2024,Puerto Rico,2,0,2,0,1,131,1,1,0,2,180,180,1,0,0,0,0,0.5,0.5
2024,Finland,3,1,1,1,1.33,86,6,7,-1,13,45,39,0,10,41,16,10,2,2.33
2024,Iceland,4,3,0,1,2.25,29,4,4,0,8,90,90,3,15,38,23,15,1,1
2024,Gibraltar,4,1,2,1,1.25,72,2,3,-1,5,180,120,2,10,33,14,5,0.5,0.75
2024,Belarus,4,0,1,3,0.25,147,0,10,-10,10,0,36,1,7,46,22,8,0,2.5
2024,Czech Republic,4,4,0,0,3,6,13,4,9,17,28,90,0,23,55,62,28,3.25,1
2024,Montenegro,4,2,0,2,1.5,55,4,5,-1,9,90,72,2,16,46,34,10,1,1.25
2024,Switzerland,4,2,2,0,2,33,6,1,5,7,60,360,3,13,58,26,16,1.5,0.25
2024,Serbia,4,2,0,2,1.5,52,5,6,-1,11,72,60,2,10,52,28,12,1.25,1.5
2024,Andorra,6,1,1,4,0.67,76,3,10,-7,13,180,54,1,17,35,36,14,0.5,1.67
2024,Austria,4,3,1,0,2.5,18,11,3,8,14,33,120,1,15,51,28,20,2.75,0.75
2024,San Marino,6,0,1,5,0.17,146,2,14,-12,16,273,39,1,16,42,32,15,0.33,2.33
2024,FYR Macedonia,4,0,1,3,0.25,144,2,7,-5,9,180,51,0,6,47,33,16,0.5,1.75
2024,Georgia,1,1,0,0,3,116,3,1,2,4,30,90,0,7,50,13,10,3,1
2024,Spain,4,2,1,1,1.75,43,13,5,8,18,28,72,1,25,70,59,29,3.25,1.25
2024,Luxembourg,3,1,0,2,1,120,2,7,-5,9,134,39,0,11,44,12,6,0.67,2.33
2024,Portugal,5,3,0,2,1.8,28,13,8,5,21,35,56,1,33,63,61,32,2.6,1.6
2024,Norway,4,1,1,2,1,75,6,6,0,12,60,60,1,24,56,37,18,1.5,1.5
2024,Romania,4,0,3,1,0.75,123,3,4,-1,7,120,90,2,23,53,58,23,0.75,1
2024,Northern Ireland,4,2,1,1,1.75,44,5,6,-1,11,72,60,2,10,36,24,12,1.25,1.5
2024,Sweden,5,2,0,3,1.2,58,6,11,-5,17,75,41,1,24,56,45,28,1.2,2.2
2024,Ukraine,3,1,1,1,1.33,83,5,3,2,8,54,90,2,14,40,35,15,1.67,1
2024,Moldova,6,3,2,1,1.83,10,10,8,2,18,54,68,2,22,51,39,18,1.67,1.33
2024,Latvia,2,0,2,0,1,133,2,2,0,4,90,90,0,13,47,19,6,1,1
2024,Liechtenstein,6,1,2,3,0.83,65,2,10,-8,12,273,54,2,8,50,14,3,0.33,1.67
2024,Poland,2,2,0,0,3,53,5,2,3,7,36,90,0,10,55,27,14,2.5,1
2024,Slovenia,5,3,2,0,2.2,9,8,4,4,12,56,113,2,23,46,38,22,1.6,0.8
2024,Germany,4,3,1,0,2.5,16,6,2,4,8,60,180,2,35,63,51,23,1.5,0.5
2024,England,4,1,1,2,1,88,5,4,1,9,72,90,1,31,64,45,19,1.25,1
2024,Republic of Ireland,4,1,1,2,1,95,2,5,-3,7,180,72,1,11,40,21,5,0.5,1.25
2024,Greece,2,1,0,1,1.5,111,3,2,1,5,60,90,1,7,41,30,15,1.5,1
2024,Armenia,4,1,0,3,0.75,112,4,6,-2,10,90,60,0,25,44,35,16,1,1.5
2024,Hungary,4,3,0,1,2.25,21,7,2,5,9,51,180,3,12,52,39,23,1.75,0.5
2024,Cyprus,4,1,1,2,1,91,7,6,1,13,51,60,0,23,42,38,19,1.75,1.5
2024,Israel,2,1,0,1,1.5,105,4,3,1,7,45,60,1,8,46,14,10,2,1.5
2024,Italy,4,3,1,0,2.5,12,5,1,4,6,72,360,3,32,57,42,16,1.25,0.25
2024,Albania,4,2,0,2,1.5,59,6,5,1,11,60,72,1,19,51,30,12,1.5,1.25
2024,Belgium,4,2,2,0,2,30,7,2,5,9,51,180,3,27,61,48,24,1.75,0.5
2024,Bulgaria,4,1,3,0,1.5,60,3,2,1,5,120,180,2,15,50,22,10,0.75,0.5
2024,Kosovo,3,1,0,2,1,109,1,5,-4,6,273,54,1,9,52,16,4,0.33,1.67
2024,Estonia,3,0,0,3,0,173,2,8,-6,10,134,34,0,10,33,18,10,0.67,2.67
2024,Azerbaijan,4,2,1,1,1.75,42,6,6,0,12,60,60,1,33,56,60,24,1.5,1.5
2024,Wales,2,0,1,1,0.5,140,0,4,-4,4,0,45,1,19,60,18,6,0,2
2024,Netherlands,4,3,0,1,2.25,27,13,2,11,15,28,180,3,16,52,54,29,3.25,0.5
2024,Slovakia,4,2,1,1,1.75,40,9,3,6,12,40,120,2,17,59,46,23,2.25,0.75
2024,France,4,2,1,1,1.75,34,6,4,2,10,60,90,2,21,54,48,17,1.5,1
2024,Croatia,4,3,1,0,2.5,11,9,3,6,12,40,120,2,27,59,42,22,2.25,0.75
2024,Malta,5,1,2,2,1,71,5,11,-6,16,90,41,2,21,46,40,22,1,2.2
2024,Denmark,4,3,1,0,2.5,13,7,2,5,9,51,180,2,26,51,41,25,1.75,0.5
2024,Turkey,4,0,1,3,0.25,139,2,9,-7,11,180,40,1,22,51,46,19,0.5,2.25
2024,Bosnia and Herzegovina,2,0,0,2,0,179,0,4,-4,4,0,45,0,5,33,5,3,0,2
2024,Scotland,4,1,1,2,1,96,4,7,-3,11,90,51,1,28,67,51,16,1,1.75
2024,Faroe Islands,2,1,0,1,1.5,102,4,2,2,6,45,90,1,8,43,22,13,2,1
2024,Kazakhstan,4,1,0,3,0.75,100,6,7,-1,13,60,51,1,13,45,24,9,1.5,1.75
2024,Japan,2,2,0,0,3,54,11,1,10,12,16,180,1,13,50,10,5,5.5,0.5
2024,Jordan,4,2,1,1,1.75,37,5,8,-3,13,72,45,1,14,47,14,7,1.25,2
2024,China,1,0,0,1,0,178,1,2,-1,3,90,45,0,0,0,0,0,1,2
2024,Saudi Arabia,4,3,1,0,2.5,14,5,1,4,6,72,360,3,0,50,1,1,1.25,0.25
2024,Qatar,1,0,0,1,0,176,1,2,-1,3,90,45,0,2,53,4,2,1,2
2024,Syria,4,1,2,1,1.25,68,6,7,-1,13,60,51,1,2,41,19,9,1.5,1.75
2024,Tajikistan,5,3,1,1,2,15,9,3,6,12,50,150,2,17,58,29,14,1.8,0.6
2024,Palestine,2,0,1,1,0.5,152,0,1,-1,1,0,180,1,0,0,0,0,0,0.5
2024,Oman,2,2,0,0,3,62,2,0,2,2,90,0,2,0,50,6,2,1,0
2024,Sri Lanka,6,1,2,3,0.83,70,2,4,-2,6,273,134,3,25,51,48,18,0.33,0.67
2024,Mongolia,4,1,0,3,0.75,118,2,7,-5,9,180,51,0,10,46,36,17,0.5,1.75
2024,Lebanon,7,4,1,2,1.86,4,8,5,3,13,79,127,3,16,49,25,13,1.14,0.71
2024,Malaysia,6,3,2,1,1.83,8,9,9,0,18,60,60,1,22,50,58,19,1.5,1.5
2024,Bhutan,4,1,0,3,0.75,122,1,9,-8,10,360,40,1,21,50,32,9,0.25,2.25
2024,Turkmenistan,1,0,0,1,0,164,0,2,-2,2,0,45,0,0,0,0,0,0,2
2024,Brunei Darussalam,5,3,0,2,1.8,25,5,15,-10,20,90,30,2,8,43,18,10,1,3
2024,Iraq,1,0,0,1,0,171,0,1,-1,1,0,90,0,4,42,6,4,0,1
2024,Iran,2,2,0,0,3,56,7,1,6,8,26,180,1,0,0,0,0,3.5,0.5
2024,Cambodia,6,2,0,4,1,57,7,13,-6,20,77,41,1,28,50,63,30,1.17,2.17
2024,UAE,1,0,0,1,0,172,0,1,-1,1,0,90,0,2,50,13,5,0,1
2024,Vietnam,4,0,1,3,0.25,157,3,8,-5,11,120,45,0,14,51,26,9,0.75,2
2024,Thailand,4,1,2,1,1.25,67,3,7,-4,10,120,51,1,17,57,32,11,0.75,1.75
2024,Uzbekistan,1,1,0,0,3,97,1,0,1,1,90,0,1,0,0,0,0,1,0
2024,Hong Kong,9,5,1,3,1.78,1,14,7,7,21,58,115,3,26,54,71,34,1.56,0.78
2024,South Korea,1,1,0,0,3,114,1,0,1,1,90,0,1,5,58,11,6,1,0
2024,Kuwait,5,0,1,4,0.2,155,3,10,-7,13,150,45,0,7,54,19,7,0.6,2
2024,Kyrgyzstan,2,1,1,0,2,87,3,2,1,5,60,90,0,0,0,0,0,1.5,1
2024,Ivory Coast,3,2,1,0,2.33,39,9,4,5,13,30,68,0,12,57,23,9,3,1.33
2024,Argentina,4,4,0,0,3,5,11,2,9,13,33,180,2,27,76,68,41,2.75,0.5
2024,Russia,5,5,0,0,3,2,26,0,26,26,17,0,5,32,65,88,48,5.2,0
2024,Uruguay,4,1,2,1,1.25,64,6,3,3,9,60,120,2,13,46,23,8,1.5,0.75
2024,Ecuador,5,3,0,2,1.8,23,7,5,2,12,64,90,1,21,53,54,26,1.4,1
2024,Ghana,3,0,2,1,0.67,134,3,4,-1,7,90,68,1,8,54,22,7,1,1.33
2024,Brazil,4,2,2,0,2,31,8,6,2,14,45,60,1,14,50,50,28,2,1.5
2024,Nigeria,3,1,0,2,1,119,2,5,-3,7,134,54,0,3,43,12,6,0.67,1.67
2024,USA,7,1,2,4,0.71,66,6,12,-6,18,105,53,1,24,54,51,23,0.86,1.71
2024,Honduras,3,0,1,2,0.33,154,2,5,-3,7,134,54,0,11,46,38,19,0.67,1.67
2024,Cameroon,1,0,1,0,1,150,1,1,0,2,90,90,0,0,0,0,0,1,1
2024,Mexico,6,3,1,2,1.67,20,8,7,1,15,68,77,4,36,50,57,25,1.33,1.17
2024,Algeria,3,2,1,0,2.33,38,10,5,5,15,27,54,1,15,56,30,12,3.33,1.67
2024,Chile,3,2,0,1,2,45,8,3,5,11,34,90,2,8,43,22,13,2.67,1
2024,Colombia,4,4,0,0,3,7,12,3,9,15,30,120,2,9,54,45,22,3,0.75
2024,Costa Rica,3,1,1,1,1.33,82,3,3,0,6,90,90,2,6,47,36,11,1,1
2024,Senegal,3,3,0,0,3,24,5,0,5,5,54,0,3,18,52,26,10,1.67,0
2024,Kenya,2,2,0,0,3,48,7,1,6,8,26,180,1,3,0,0,0,3.5,0.5
2024,Central African Republic,2,2,0,0,3,50,10,0,10,10,18,0,2,12,50,38,19,5,0
2024,Canada,5,2,2,1,1.6,32,4,6,-2,10,113,75,2,26,46,39,20,0.8,1.2
2024,South Africa,3,0,3,0,1,98,4,4,0,8,68,68,1,9,67,23,8,1.33,1.33
2024,Guinea,3,3,0,0,3,22,13,1,12,14,21,273,2,16,55,43,26,4.33,0.33
