season,country,matches_played,wins,draws,losses,points_per_game,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,minutes_per_goal_scored,minutes_per_goal_conceded,clean_sheets,corners_total,average_possession,shots,shots_on_target,goals_scored_per_match,goals_conceded_per_match
2015,Finland,2,1,0,1,1.5,113,1,2,-1,3,180,90,1,11,50,18,6,0.5,1
2015,Iceland,5,1,2,2,1,71,7,10,-3,17,64,45,0,34,50,38,21,1.4,2
2015,Belarus,2,0,1,1,0.5,142,2,4,-2,6,90,45,1,7,50,21,11,1,2
2015,Czech Republic,3,1,0,2,1,126,5,5,0,10,54,54,0,11,50,24,7,1.67,1.67
2015,Montenegro,2,0,0,2,0,162,2,6,-4,8,90,30,0,7,50,15,10,1,3
2015,Switzerland,4,2,1,1,1.75,48,8,5,3,13,45,72,1,28,50,51,20,2,1.25
2015,Serbia,3,1,0,2,1,125,6,7,-1,13,45,39,0,10,50,15,6,2,2.33
2015,Andorra,2,0,0,2,0,159,0,2,-2,2,0,90,0,7,50,14,8,0,1
2015,Austria,2,0,1,1,0.5,145,2,3,-1,5,90,60,0,17,50,23,14,1,1.5
2015,San Marino,1,0,0,1,0,165,0,1,-1,1,0,90,0,2,50,6,5,0,1
2015,FYR Macedonia,3,1,1,1,1.33,85,4,2,2,6,68,134,1,20,47,21,12,1.33,0.67
2015,Georgia,4,1,1,2,1,96,5,7,-2,12,72,51,1,20,50,35,22,1.25,1.75
2015,Spain,3,2,0,1,2,63,4,3,1,7,68,90,1,22,50,39,19,1.33,1
2015,Luxembourg,4,1,1,2,1,97,2,4,-2,6,180,90,2,9,50,26,14,0.5,1
2015,Portugal,5,2,0,3,1.2,60,3,4,-1,7,150,113,2,22,50,52,24,0.6,0.8
2015,Norway,1,0,1,0,1,141,0,0,0,0,0,0,1,1,50,9,3,0,0
2015,Romania,3,1,2,0,1.67,73,4,3,1,7,68,90,1,17,50,33,19,1.33,1
2015,Northern Ireland,3,1,1,1,1.33,86,2,2,0,4,134,134,1,17,50,28,12,0.67,0.67
2015,Sweden,4,2,1,1,1.75,44,5,2,3,7,72,180,2,19,50,39,22,1.25,0.5
2015,Ukraine,2,1,1,0,2,90,3,2,1,5,60,90,0,13,50,23,6,1.5,1
2015,Moldova,4,0,2,2,0.5,134,3,5,-2,8,120,72,1,2,50,22,8,0.75,1.25
2015,Latvia,2,0,1,1,0.5,143,1,2,-1,3,180,90,0,6,50,9,5,0.5,1
2015,Liechtenstein,2,1,0,1,1.5,115,1,3,-2,4,180,60,1,8,50,9,4,0.5,1.5
2015,Poland,3,2,1,0,2.33,51,7,3,4,10,39,90,1,22,50,31,17,2.33,1
