season,country,matches_played,wins,draws,losses,points_per_game,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,minutes_per_goal_scored,minutes_per_goal_conceded,clean_sheets,corners_total,average_possession,shots,shots_on_target,goals_scored_per_match,goals_conceded_per_match
2021,Ivory Coast,4,2,2,0,2,8,6,3,3,9,60,120,2,24,54,61,29,1.5,0.75
2021,Ghana,3,0,1,2,0.33,19,3,5,-2,8,90,54,0,19,51,33,14,1,1.67
2021,Nigeria,4,3,0,1,2.25,6,6,2,4,8,60,180,2,20,52,65,21,1.5,0.5
2021,Cameroon,7,4,3,0,2.14,1,14,7,7,21,45,90,2,46,61,117,47,2,1
2021,Algeria,3,0,1,2,0.33,20,1,4,-3,5,273,68,1,33,64,52,17,0.33,1.33
2021,Senegal,7,4,3,0,2.14,2,9,2,7,11,70,310,5,38,58,96,37,1.29,0.29
2021,Guinea,4,1,1,2,1,14,2,3,-1,5,180,120,2,27,57,60,13,0.5,0.75
2021,Burkina Faso,7,2,3,2,1.29,7,9,10,-1,19,70,63,2,34,43,81,38,1.29,1.43
2021,Comoros,4,1,0,3,0.75,16,4,7,-3,11,90,51,0,7,44,45,15,1,1.75
2021,Morocco,5,3,1,1,2,5,8,5,3,13,56,90,2,31,61,83,36,1.6,1
2021,Egypt,7,3,3,1,1.71,3,4,2,2,6,158,310,5,43,53,78,29,0.57,0.29
2021,Tunisia,5,2,0,3,1.2,12,5,3,2,8,90,150,2,33,57,59,24,1,0.6
2021,Mauritania,3,0,0,3,0,24,0,7,-7,7,0,39,0,11,47,40,8,0,2.33
2021,Sierra Leone,3,0,2,1,0.67,18,2,3,-1,5,134,90,1,9,40,24,11,0.67,1
2021,Mali,4,2,2,0,2,9,4,1,3,5,90,360,3,23,59,62,16,1,0.25
2021,Malawi,4,1,1,2,1,13,3,4,-1,7,120,90,1,12,30,35,13,0.75,1
2021,Equatorial Guinea,5,2,1,2,1.4,10,3,4,-1,7,150,113,3,13,45,59,20,0.6,0.8
2021,Zimbabwe,3,1,0,2,1,17,3,4,-1,7,90,68,0,10,47,38,13,1,1.33
2021,Gambia,5,3,1,1,2,4,4,3,1,7,113,150,3,9,38,40,12,0.8,0.6
2021,Sudan,3,0,1,2,0.33,21,1,4,-3,5,273,68,1,8,40,26,10,0.33,1.33
2021,Cape Verde,4,1,1,2,1,15,2,4,-2,6,180,90,1,21,46,32,9,0.5,1
2021,Guinea-Bissau,3,0,1,2,0.33,22,0,3,-3,3,0,90,1,9,48,30,11,0,1
2021,Ethiopia,3,0,1,2,0.33,23,2,6,-4,8,134,45,0,8,48,31,11,0.67,2
2021,Gabon,4,1,3,0,1.5,11,5,4,1,9,72,90,1,18,44,57,20,1.25,1
