season,country,matches_played,wins,draws,losses,points_per_game,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,minutes_per_goal_scored,minutes_per_goal_conceded,clean_sheets,corners_total,average_possession,shots,shots_on_target,goals_scored_per_match,goals_conceded_per_match
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,7,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,6,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,8,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,
